tree:[0.2604166666666667, 0.5555555699235302, 0.25, 0.5833333548852953, 0.25, 0.5277777849617651, 0.25, 0.6111111398470603, 0.23958333333333334, 0.48611110751911746, 0.34375, 0.625, 0.3229166666666667, 0.4583333225573524, 0.21875, 0.6944444300764698, 0.21875, 0.4166666774426476, 0.125, 0.5972222150382349, 0.125, 0.5277777849617651, 0.5625, 0.5416666774426476, 0.5208333333333334, 0.43055556992353017, 0.7291666666666666, 0.5277777849617651, 0.5729166666666666, 0.2777777849617651, 0.9166666666666666, 0.5, 0.6770833333333334, 0.43055556992353017]
tree:[0.16666666303362165, 0.4861111052139946, 0.15625, 0.5, 0.15625, 0.4861111052139946, 0.16666666303362165, 0.5277777895720108, 0.15625, 0.4722222104279891, 0.25, 0.5277777895720108, 0.25, 0.4444444473930027, 0.375, 0.5555555791440218, 0.3645833260672433, 0.4305555526069973, 0.2916666739327567, 0.4861111052139946, 0.3229166739327567, 0.4861111052139946, 0.4479166521344866, 0.5277777895720108, 0.4583333478655134, 0.4722222104279891, 0.5625, 0.6111111052139946, 0.625, 0.4722222104279891, 0.53125, 0.5, 0.8125, 0.5]
tree:[0.2708333333333333, 0.48611108944438897, 0.25, 0.513888910555611, 0.2604166666666667, 0.47222222763890276, 0.2708333333333333, 0.5416666829167083, 0.2708333333333333, 0.4444444552778055, 0.34375, 0.5694444552778055, 0.34375, 0.4166666829167083, 0.22916666666666666, 0.625, 0.21875, 0.375, 0.13541666666666666, 0.5416666829167083, 0.125, 0.48611108944438897, 0.5729166666666666, 0.5416666829167083, 0.5833333333333334, 0.4166666829167083, 0.6770833333333334, 0.75, 0.7604166666666666, 0.4305555447221945, 0.6666666666666666, 0.5, 0.9270833333333334, 0.4583333170832917]
tree:[0.2291666593483026, 0.5, 0.21875, 0.5138888854039536, 0.21875, 0.4722222291920928, 0.2395833406516974, 0.5416666875762782, 0.2395833406516974, 0.4583333437881391, 0.3229166593483026, 0.5694444583841856, 0.3229166593483026, 0.4305555416158145, 0.21875, 0.625, 0.2083333406516974, 0.375, 0.125, 0.638888916768371, 0.1145833296741513, 0.375, 0.53125, 0.5277777708079072, 0.5208333186966052, 0.4166666562118609, 0.6979166813033948, 0.5138888854039536, 0.6041666813033948, 0.25, 0.8645833626067896, 0.4722222291920928, 0.6041666813033948, 0.4722222291920928]
tree:[0.2604166571239593, 0.4861111068725586, 0.25, 0.5, 0.25, 0.4722222137451172, 0.25, 0.5138888931274415, 0.25, 0.4583333206176758, 0.3229166571239593, 0.5138888931274415, 0.3229166571239593, 0.4583333206176758, 0.25, 0.5555555725097656, 0.22916667143802036, 0.4861111068725586, 0.23958332856197964, 0.5277777862548828, 0.23958332856197964, 0.5, 0.5625, 0.5138888931274415, 0.5729166857520814, 0.4722222137451172, 0.7083333142479186, 0.5972222137451172, 0.75, 0.4722222137451172, 0.8020833142479186, 0.5138888931274415, 0.9166666857520814, 0.5]
tree:[0.3020833432674408, 0.527777787707037, 0.2916666567325592, 0.5416666815605554, 0.28125, 0.5, 0.3020833432674408, 0.555555575414074, 0.2916666567325592, 0.472222212292963, 0.3645833432674408, 0.5833333184394446, 0.3645833432674408, 0.44444442458592603, 0.2395833283662796, 0.5833333184394446, 0.25, 0.4583333184394445, 0.15625, 0.555555575414074, 0.1458333283662796, 0.5, 0.5729166865348816, 0.555555575414074, 0.5625, 0.44444442458592603, 0.7395833134651184, 0.527777787707037, 0.65625, 0.25, 0.8958333134651184, 0.5138888938535184, 0.6770833134651184, 0.472222212292963]
tree:[0.2395833251560616, 0.45833334922790525, 0.2291666748439384, 0.48611111640930177, 0.2291666748439384, 0.430555534362793, 0.25, 0.5277777671813965, 0.2395833251560616, 0.40277776718139646, 0.3020833251560616, 0.5694444656372071, 0.3020833251560616, 0.34722223281860354, 0.1875, 0.5555555343627929, 0.1875, 0.38888888359069823, 0.1041666625780308, 0.5138888835906983, 0.09375, 0.444444465637207, 0.5416666503121232, 0.5555555343627929, 0.5625, 0.40277776718139646, 0.625, 0.875, 0.7395833496878768, 0.444444465637207, 0.625, 0.5277777671813965, 0.9166666993757536, 0.5]
tree:[0.09375, 0.5555555555555556, 0.08333333587646484, 0.5833333333333334, 0.08333333587646484, 0.5277777777777778, 0.10416666412353516, 0.625, 0.10416666412353516, 0.5, 0.21875, 0.6666666666666666, 0.21875, 0.4305555555555556, 0.29166665649414064, 0.7777777777777778, 0.32291665649414064, 0.3333333333333333, 0.27083334350585936, 0.5833333333333334, 0.27083334350585936, 0.5, 0.47916665649414064, 0.625, 0.47916665649414064, 0.4444444444444444, 0.6875, 0.5833333333333334, 0.6041666870117187, 0.19444444444444445, 0.9166666870117187, 0.5555555555555556, 0.6041666870117187, 0.5416666666666666]
tree:[0.23958334153698338, 0.5, 0.22916665846301662, 0.5138888943579889, 0.23958334153698338, 0.4861111056420111, 0.23958334153698338, 0.5416666830739667, 0.23958334153698338, 0.4722222112840222, 0.32291665846301665, 0.5555555774319556, 0.32291665846301665, 0.43055557743195566, 0.41666668307396676, 0.6111111056420111, 0.41666668307396676, 0.4027777887159778, 0.38541665846301665, 0.5277777887159778, 0.39583334153698335, 0.4861111056420111, 0.5, 0.5277777887159778, 0.5, 0.45833331692603324, 0.65625, 0.5138888943579889, 0.6145833169260333, 0.3472222112840222, 0.8020833169260333, 0.5, 0.5625, 0.4722222112840222]
tree:[0.2916666666666667, 0.5, 0.2708333333333333, 0.5277777709960938, 0.2708333333333333, 0.4861111145019531, 0.2916666666666667, 0.5555555419921875, 0.28125, 0.47222222900390626, 0.3645833333333333, 0.5972222290039062, 0.3541666666666667, 0.41666665649414064, 0.23958333333333334, 0.638888916015625, 0.25, 0.3888888854980469, 0.16666666666666666, 0.5416666870117187, 0.16666666666666666, 0.4861111145019531, 0.5729166666666666, 0.5555555419921875, 0.5520833333333334, 0.4305555419921875, 0.7604166666666666, 0.5277777709960938, 0.6979166666666666, 0.25, 0.9166666666666666, 0.4861111145019531, 0.78125, 0.4444444580078125]
